id,finding_aid_link,title,type,number,group,digital_collection,category,subject,description
spec01143,https://search.lib.uidaho.edu/UID:CP71142381670001451,"J. Giddings. South Fork of the Salmon River, 1971?",MG,5678,MG 5678,,,idaho;water,
spec01144,https://search.lib.uidaho.edu/UID:CP71153223110001451,"Clara F. Massey. Memories, 1970?",MG,5679,MG 5679,,,genealogy,
spec01145,https://search.lib.uidaho.edu/UID:CP71153223460001451,"Pioneers of Idaho, 1935?",MG,5680,MG 5680,,,settlers;latah county,
spec01146,https://search.lib.uidaho.edu/UID:CP71160569630001451,"Carol Van Arsdol; Ted Van Arsdol. Interview with Robley Johnson, Richland, Washington, March 24, 1991",MG,5681,MG 5681,,,interviews,
spec01147,https://search.lib.uidaho.edu/UID:CP71176614560001451,"Hecla Mining Company, Grouse Creek Project, responses to agency comments, 1992",MG,5682,MG 5682,,mining,,
spec01148,https://search.lib.uidaho.edu/UID:CP71127498800001451,"Wesley Andrews, Inc. Wesley Andrews; Kamiah Drug Co. Souvenir album folder of Kamiah Hill highway, ca. 1923",MG,5683,MG 5683,,,,
spec01149,https://search.lib.uidaho.edu/UID:CP71174182940001451,"Charles Samuel Boren Papers, 1930-1959",MG,5684,MG 5684,,,,
spec01150,https://search.lib.uidaho.edu/UID:CP71116474590001451,"C. C. Johnson Hobart Beresford; W. J Gilmore; Mark Weatherford. Report, caterpillar diesel tractor at Mark Weatherford's farm, Arlington, Oregon, Friday, April 28-29, 1932",MG,5685,MG 5685,,,agriculture;pacific northwest,
spec01151,https://search.lib.uidaho.edu/UID:CP71116488120001451,Terry Lawson. Reference guide to global environmental issues for reporters : professional paper,MG,5686,MG 5686,,,,
spec01152,https://search.lib.uidaho.edu/UID:CP71120179370001451,"Pinkerton's National Detective Agency. Investigative reports, 1906",MG,5687,MG 5687,,university,buildings and structures,
spec01153,https://search.lib.uidaho.edu/UID:CP71153222770001451,"Carl L. von Ende correspondence, 1916-1931",MG,5688,MG 5688,,university,professors;letters,
spec01154,https://search.lib.uidaho.edu/UID:CP71136891870001451,"Robert L. Eikum. Diameter growth in western white pine, 1944",MG,5689,MG 5689,,university;forestry,students;manuscripts,
spec01155,https://search.lib.uidaho.edu/UID:CP71136928150001451,"Frederic D. Johnson (Frederic Duane). Forestry field trip to Honduras, 1983",MG,5690,MG 5690,,university;forestry,students;diaries;education,
spec01156,https://search.lib.uidaho.edu/UID:CP71136926690001451,"Richard Louis Grassetti. Forestry incentives programs in Idaho, 1981",MG,5691,MG 5691,,university;forestry,students;manuscripts,
spec01157,https://search.lib.uidaho.edu/UID:CP71136912200001451,"Robert L. Bigler David L Adams; University of Idaho. College of Forestry, Wildlife, and Range Sciences. Age and size class distribution in the Abies lasiocarpa/Luzula hitchcockii-Menziesia ferruginea habitat type in northwest Montana, 1976",MG,5692,MG 5692,,university;forestry,students;manuscripts,
spec01158,https://search.lib.uidaho.edu/UID:CP71111359830001451,"Cory A. Betts Mario Gabriel C Reyes. Anticipating stock market returns using the presidential election cycle, 1988",MG,5693,MG 5693,,university,students;manuscripts,
spec01159,https://search.lib.uidaho.edu/UID:CP71153652570001451,"Roger B. Long University of Idaho. Agricultural Economics. Lecture notes, 1964",MG,5694,MG 5694,,university,agriculture;water;education,
spec01160,https://search.lib.uidaho.edu/UID:CP71153652740001451,"Armco Drainage and Metal Products. Culvert durability study in the state of Idaho, 1957",MG,5695,MG 5695,,,business,
spec01161,https://search.lib.uidaho.edu/UID:CP71111367720001451,"Stuart Heard. Curriculum review of the Parks and Recreation Program at Lakeland College, Alberta, 1991",MG,5696,MG 5696,,university,students;manuscripts,
spec01162,https://search.lib.uidaho.edu/UID:CP71111356590001451,"Richard L. Ames. NSAPID, a one-dimensional nonlinear program for static structural analysis, 1976",MG,5697,MG 5697,,university,students;manuscripts,
spec01163,https://search.lib.uidaho.edu/UID:CP71111355520001451,"Pat L Aguilar; Maynard A Fosberg. The soils of Tamarack Ski Area : their capabilities and limitations in respect to their use as a resort development, 1974",MG,5698,MG 5698,,university,environmental,
spec01164,https://search.lib.uidaho.edu/UID:CP71181747720001451,"Michael P. Huss Sunshine Mining Company; Stotler and Company. Perspective of silver, 1985",MG,5699,MG 5699,,mining,speeches,
spec01165,https://search.lib.uidaho.edu/UID:CP71181745820001451,"Gregory D. Cunningham United States. Bureau of Land Management. Boise District Office. Hagerman fauna area paleontological survey, [198-?]",MG,5700,MG 5700,,,environmental,
spec01166,https://search.lib.uidaho.edu/UID:CP71109667810001451,"United States. Forest Service. Intermountain Region. Comments of Evergreen Forest Products, New Meadows, Idaho, to the Payette National Forest proposed plan and draft environmental impact statement, 1985",MG,5701,MG 5701,,forestry,business;environmental,
spec01167,https://search.lib.uidaho.edu/UID:CP71168689500001451,"Glenn A. Thompson. Bibliography [i.e. biography?] and personal experience, 1971",MG,5702,MG 5702,,forestry,,
spec01168,https://search.lib.uidaho.edu/UID:CP71168687470001451,"James Akenson. Ninety years of Taylor Ranch history, 1991",MG,5703,MG 5703,,university,environmental,
spec01169,https://search.lib.uidaho.edu/UID:CP71168681590001451,"Edmund Chavez. As I remember it, 2001",MG,5704,MG 5704,,university,professors,
spec01170,https://search.lib.uidaho.edu/UID:CP71131241100001451,"Workers Alliance of America Sandpoint Local G-2060 records, 1939-1940",MG,5705,MG 5705,,,labor unions,
spec01171,https://search.lib.uidaho.edu/UID:CP71161326700001451,"University of Idaho. Southern Branch. Historical Museum Committee. Of interest to those who love Idaho : typescript, 1936",MG,5706,MG 5706,,university,,
spec01172,https://search.lib.uidaho.edu/UID:CP71155294830001451,"Katherine Foley papers, 1910-1911",MG,5707,MG 5707,,mining,letters,
spec01173,https://search.lib.uidaho.edu/UID:CP71180831530001451,"Robert L. Sargent. Correspondence, 1996-1997",MG,5708,MG 5708,,,letters;government and politics,
spec01174,https://search.lib.uidaho.edu/UID:CP71180833220001451,"A. C. Boyle. Preliminary report on lead-zinc mines located on Pine Creek, Shoshone County, Idaho, June 13, 1925",MG,5709,MG 5709,,mining,,
spec01175,https://search.lib.uidaho.edu/UID:CP71180822910001451,"A. C. Boyle. Report covering a preliminary geological investigation relative to deposits of Portland Cement materials on the Clearwater River, Nez Perce County, Idaho, January, 1926",MG,5710,MG 5710,,,environmenta;nez perce county,
spec01176,https://search.lib.uidaho.edu/UID:CP71126127920001451,"Sumner (Bill) Warburton Frayne L McAtee. Diary of sectioning Idaho's 44° N parallel, 1922",MG,5711,MG 5711,,,diaries,
spec01177,https://search.lib.uidaho.edu/UID:CP71157473000001451,"Tad J. Kisaka. West Coast Japanese families during World War II, November 10, 1998",MG,5712,MG 5712,,,world wars;concentration camps;underrepresented communities,
spec01178,https://search.lib.uidaho.edu/UID:CP71157489540001451,"James E. King United States. Soil Conservation Service. Pullman Nursery Unit.; University of Idaho. School of Forestry. 1946-47 progress report on seed germination studies carried on at the University of Idaho, School of Forestry, in cooperation with the Pullman Nursery Unit of the Soil Conservation Service. November 24, 1947",MG,5713,MG 5713,,university;forestry,environmental,
spec01179,https://search.lib.uidaho.edu/UID:CP71100898880001451,"E. M. Long (Elbert Monroe). Letters to Malcolm M. Renfrew, 1996-1997",MG,5714,MG 5714,,,alumni;genealogy;letters,
spec01180,https://search.lib.uidaho.edu/UID:CP71168273440001451,"Ronald E. McFarland. Literary magazines at the University of Idaho, from then till now, 1999",MG,5715,MG 5715,,university,professors;moscow,
spec01181,https://search.lib.uidaho.edu/UID:CP71112574790001451,"University of Idaho. Members of Entomology 314, Entomology for Biology Teachers. Student papers, 1971",MG,5716,MG 5716,,university,manuscripts;education,
spec01182,https://search.lib.uidaho.edu/UID:CP71102290490001451,"Terry Gray 1946- Tim Cochnauer; Idaho. Department of Fish and Game. Clearwater Region. Fish Advisory Committee. Records, 1995-1996",MG,5717,MG 5717,,,environmental,
spec01183,https://search.lib.uidaho.edu/permalink/f/m1uotc/CP71158080760001451,"Ted Van Arsdol. Lewiston, a bumpy start, 1861-1863",MG,5718,MG 5718,,,nez perce county;manuscripts,
spec01184,https://search.lib.uidaho.edu/UID:CP71158831170001451,"John Warren Brigham. Remarks at the semi-centennial of the University of Idaho, January 30, 1939",MG,5719,MG 5719,,university,speeches,
spec01185,https://search.lib.uidaho.edu/UID:CP71141574420001451,"Donna L. Henderson. Holdup at Denver, 2003",MG,5720,MG 5720,,,idaho;manuscripts,
spec01186,https://search.lib.uidaho.edu/UID:CP71141840630001451,"Robert Brooks. Edgar L Michalson; University of Idaho. Department of Agricultural Economics. Economic impacts of best management practices on the Camas Prairie, Idaho, 1985 ",MG,5721,MG 5721,,,agriculture;idaho,
spec01187,https://search.lib.uidaho.edu/UID:CP7197133950001451,"Mazamas (Portland, Or.) Ogre summit register, 1963-2002",MG,5722,MG 5722,,,oregon,
spec01188,https://search.lib.uidaho.edu/UID:CP71109259020001451,"[Babylonian clay tablets], ca. 2400-2350 B.C.",MG,5723,MG 5723,,,,
spec01189,https://search.lib.uidaho.edu/UID:CP71153899270001451,"Earl H Bennett. Genesee, ID, DVD, people and places, 2006",MG,5724,MG 5724,,,,
spec01190,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP71211187620001451&context=L&vid=UID&search_scope=ui_alma&tab=ui_library&lang=en_US,"The Northwest Boundary Commission 1857-1862: Surveying the United States-Canadian Boundary from the Pacific Ocean to the Rocky Mountains, by Frank Cameron. Typescript, Toppenish, WA, June 2009",MG,5725,MG 5725,,,pacific northwest,
spec01191,https://archiveswest.orbiscascade.org/ark:/80444/xv55520/,H.B. Goldfarb letters,MG,5726,MG 5726,,,military;letters;idaho,
spec01192,https://search.lib.uidaho.edu/UID:everything:CP71212183470001451,"Invitation to celebrate the 100th anniversary of the College Hall fire, Wellesley College",MG,5727,MG 5727,,,,
spec01193,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP71211889710001451&context=L&vid=UID&search_scope=ui_alma&tab=ui_library&lang=en_US,"Three Aviation Brothers, by Jim Yates",MG,5728,MG 5728,,,"biographies (literary works),manuscripts (documents),aviation",
spec01194,https://search.lib.uidaho.edu/UID:ui_alma:CP71212173570001451,"W.B. Milley letter to his brother.. Wardner, Idaho, 11 October 1887",MG,5729,MG 5729,,mining,letters,
spec01195,https://archiveswest.orbiscascade.org/ark:/80444/xv91256/,Psychiana Publications,MG,5730,MG 5730,https://www.lib.uidaho.edu/digital/psychiana/,,religion,
spec01196,https://archiveswest.orbiscascade.org/ark:/80444/xv393462/,"Compilation of Base Data Kootenai River Investigations, Idaho, U.S. Department of Agriculture. 1932-36, 1940-47.",MG,5731,MG 5731,,,,
spec01197,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP71208659120001451&context=L&vid=UID&search_scope=ui_alma&tab=ui_library&lang=en_US,"Elbert and Mary Jones collection of songs, 1890s",MG,5732,MG 5732,,,music,
spec01198,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP71212173560001451&context=L&vid=UID&search_scope=ui_alma&tab=ui_library&lang=en_US,"The Flight of the Salmon Fly: a reconnaissance trip down the River of No Return. Salmon River, Idaho. June 20 to July 2, 1944. Compiled by K.M. MacDuffee from logs of the trip kept by L.E. Rydell, S.E. Sporseen, and F.O. McGrew (typescript with photos and maps)",MG,5733,MG 5733,,,water,
spec01199,https://archiveswest.orbiscascade.org/ark:/80444/xv00137/,Management of Potlatch Corporation Timber Land,MG,5734,MG 5734,,forestry,business,
spec01200,https://archiveswest.orbiscascade.org/ark:/80444/xv54461/,Dorothy Carter Moote at al. Reminiscences,MG,5735,MG 5735,,,women;moscow,
spec01201,https://archiveswest.orbiscascade.org/ark:/80444/xv52523/,Bess Levengood Reminiscences,MG,5736,MG 5736,,forestry,environmental;forest fires,
spec01202,https://archiveswest.orbiscascade.org/ark:/80444/xv35693/,George R. Boylan Letter,MG,5737,MG 5737,,,letters,
spec01203,https://archiveswest.orbiscascade.org/ark:/80444/xv85552/,University of Idaho Announcements,MG,5738,MG 5738,,university,,
spec01204,https://archiveswest.orbiscascade.org/ark:/80444/xv21881/,Survey of exotic tree plantations in Northern Idaho and Western Montana,MG,5739,MG 5739,,forestry,pacific northwest,
spec01205,https://archiveswest.orbiscascade.org/ark:/80444/xv98706/,Silver tea service,MG,5740,MG 5740,,university,athletics,
spec01206,https://archiveswest.orbiscascade.org/ark:/80444/xv56591/,School of Forestry Alumni Memorial Loan Fund,MG,5741,MG 5741,,university,,
spec01207,https://archiveswest.orbiscascade.org/ark:/80444/xv71038/,Talmon R. Mager papers,MG,5742,MG 5742,,,enivornmental;correspondence,
spec01208,https://archiveswest.orbiscascade.org/ark:/80444/xv26989/,University of Idaho: the beginnings of a promising institution,MG,5743,MG 5743,,university,,
spec01209,https://archiveswest.orbiscascade.org/ark:/80444/xv15655/,Lolo Trail National Historic Landmark Corridor Survey,MG,5745,MG 5745,,forestry,,
spec01210,https://archiveswest.orbiscascade.org/ark:/80444/xv61773/,Burt Berlin Reminiscences,MG,5746,MG 5746,,,manuscripts;idaho,
spec01211,https://archiveswest.orbiscascade.org/ark:/80444/xv46258/,Harlie Gunther Reminiscences,MG,5747,MG 5747,,,latah county;world wars;manuscripts,
spec01212,https://archiveswest.orbiscascade.org/ark:/80444/xv96206/,Elva Reid Photograph Album,MG,5748,MG 5748,,university,students;photographs,
spec01213,https://archiveswest.orbiscascade.org/ark:/80444/xv08508/,Biography of Vice Admiral Robert Lee Ghormley,MG,5749,MG 5749,,,military,
spec01214,https://archiveswest.orbiscascade.org/ark:/80444/xv98687/,Thomas Annett Book Manuscript,MG,5750,MG 5750,,,manuscripts;schools;music,
spec01215,https://archiveswest.orbiscascade.org/ark:/80444/xv91357/,Beta Theta Pi Fraternity Membership Shingle,MG,5751,MG 5751,,,fraternities and sororities,
spec01216,https://archiveswest.orbiscascade.org/ark:/80444/xv27542/,"Score of University of Idaho Fight Song, Go Vandals, Go ",MG,5752,MG 5752,,university,music,
spec01217,https://archiveswest.orbiscascade.org/ark:/80444/xv37145/,H. L. Bridgman mining technology and travel notebook,MG,5753,MG 5753,,mining,,
spec01218,https://archiveswest.orbiscascade.org/ark:/80444/xv57061/,Pardon for manslaughter signed by California Governor John B. Weller,MG,5754,MG 5754,,,legal documents,
spec01219,https://archiveswest.orbiscascade.org/ark:/80444/xv63455/,Priest River Experiment Station Annual Reports,MG,5755,MG 5755,,forestry,,
spec01220,https://archiveswest.orbiscascade.org/ark:/80444/xv86849/,University of Idaho Student Mail,MG,5756,MG 5756,,university,letters;students,
spec01221,https://archiveswest.orbiscascade.org/ark:/80444/xv44485/,Charles Kaufman Testimony,MG,5757,MG 5757,,,world wars;concentration camps;diaries;manuscripts,
spec01222,https://archiveswest.orbiscascade.org/ark:/80444/xv73254/,Jennie E. Hughes Medal Oration,MG,5758,MG 5758,,university,women;underrepresented communities;Black,
spec01223,https://archiveswest.orbiscascade.org/ark:/80444/xv71676/,W.N. Phillips Letter,MG,5759,MG 5759,https://www.lib.uidaho.edu/special-collections/pics/MG%205759.pdf,,settlers;water,
spec01224,https://archiveswest.orbiscascade.org/ark:/80444/xv82150/,Wilfred Waters University of Idaho Memorabilia,MG,5760,MG 5760,,university,events,
spec01225,https://archiveswest.orbiscascade.org/ark:/80444/xv70855/,Letter from Reb to Ann,MG,5761,MG 5761,https://www.lib.uidaho.edu/special-collections/pics/MG%205761.pdf,,letters;forts;women,
spec01226,https://archiveswest.orbiscascade.org/ark:/80444/xv35192/,Merril Hogaboam Collegiate Memorabilia,MG,5762,MG 5762,,university,schools;idaho;events,
spec01227,https://archiveswest.orbiscascade.org/ark:/80444/xv30313/,Record of Pupils’ Advancement,MG,5763,MG 5763,,,schools,
spec01228,https://archiveswest.orbiscascade.org/ark:/80444/xv33074/,Minutes from the Annual Convention of the Idaho Probate Judges Association,MG,5764,MG 5764,,,judges;minutes;conventions,
spec01229,https://archiveswest.orbiscascade.org/ark:/80444/xv34722/,Kilen Family Letters,MG,5765,MG 5765,,,letters;,
spec01230,https://archiveswest.orbiscascade.org/ark:/80444/xv42642/,"Record of the Proceedings of the Faculty of the College of Law, University of Idaho ",MG,5766,MG 5766,,university,minutes,
spec01231,https://archiveswest.orbiscascade.org/ark:/80444/xv96871/,"Engineers Report, Commodore Gold Mining Company ",MG,5767,MG 5767,,mining,idaho,
spec01232,https://archiveswest.orbiscascade.org/ark:/80444/xv74743/,Collection on Woman Suffrage in Idaho,MG,5768,MG 5768,https://www.lib.uidaho.edu/special-collections/pics/MG%205768.pdf,,women;voting ,
spec01233,https://archiveswest.orbiscascade.org/ark:/80444/xv89312/,"Investigation and Report on Water Supply for Twin Falls Project, Idaho ",MG,5769,MG 5769,,,water; idaho,
spec01234,https://archiveswest.orbiscascade.org/ark:/80444/xv02142/,Rural Schools in Latah County,MG,5770,MG 5770,,,latah county; schools,
spec01235,https://archiveswest.orbiscascade.org/ark:/80444/xv43304/,Mary Kirkwood collection of Christmas cards,MG,5771,MG 5771,,,professors;artists,
spec01236,https://archiveswest.orbiscascade.org/ark:/80444/xv11727/,Nave Brothers letters,MG,5772,MG 5772,,,world wars;letters,
spec01237,https://search.lib.uidaho.edu/UID:everything:CP71211145770001451,"Alfred T. Goodwin's file of materials related to J. Blaine Anderson, ",MG,5773,MG 5773,,,judges,
spec01238,https://search.lib.uidaho.edu/UID:everything:CP71215377680001451,Iosepa,MG,5774,MG 5774,,,religion;indigenous,
spec01239,https://archiveswest.orbiscascade.org/ark:/80444/xv244659,"CCC Photographs (Camp Peone, Worley)",MG,5775,MG 5775,,,Civilian Conservation Corp (CCC);photographs,
spec01240,https://archiveswest.orbiscascade.org/ark:/80444/xv605559,"Wranglers Program, 1919",MG,5776,MG 5776,,,clubs and organizations,
spec01241,https://archiveswest.orbiscascade.org/ark:/80444/xv536284,MosCon Memorabilia,MG,5777,MG 5777,,,science fiction;moscow;conventions,
spec01242,https://archiveswest.orbiscascade.org/ark:/80444/xv387725,King Gold and Copper Mining Company,MG,5778,MG 5778,,,latah county; clubs and organizations,
spec01243,https://archiveswest.orbiscascade.org/ark:/80444/xv387725,Potlatch Historical Society indexes,MG,5779,MG 5779,,,latah county;clubs and organizations;lumber;,
spec01244,http://archiveswest.orbiscascade.org/ark:/80444/xv343352/,Mary White Gordon memoir,MG,5780,MG 5780,,,manuscripts;idaho;shoshone county,
spec01245,http://archiveswest.orbiscascade.org/ark:/80444/xv609404/,Frank Schumaker Manuscript,MG,5781,MG 5781,,,manuscripts;forests;idaho,
spec01246,http://archiveswest.orbiscascade.org/ark:/80444/xv282989/,Talbott Family University of Idaho preparatory certificates,MG,5782,MG 5782,,university,,
spec01247,https://archiveswest.orbiscascade.org/ark:/80444/xv652641,Carolynne Merrell oral history interviews,MG,5783,MG 5783,,,interviews;settlers;idaho,
spec01248,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/679,University of Idaho Campus Photographs,PG,1,PG 1,https://www.lib.uidaho.edu/digital/campus/,university,photographs;buildings and structures,
spec01249,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/1170,University of Idaho Student Organizations Collection,PG,2,PG 2,https://www.lib.uidaho.edu/digital/pg2/,university,,
spec01250,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/760,University of Idaho Portrait Collection,PG,3,PG 3,,university,,
spec01251,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/203,University of Idaho Organizations and/or Objects,PG,4,PG 4,,university,,
spec01252,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/435,Idaho Cities and Towns Photographs,PG,5,PG 5,https://www.lib.uidaho.edu/digital/cities/,,photographs;towns and cities;idaho,
spec01253,http://digital.lib.uidaho.edu/cdm/compoundobject/collection/spec_fa/id/573/rec/370,Idaho Photographs,PG,6,PG 6,,,idaho;photographs,
spec01254,http://digital.lib.uidaho.edu/cdm/compoundobject/collection/spec_fa/id/162/rec/380,Lee Moorehouse Photographs,PG,7,PG 7,,,,
spec01255,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/1583,Barnard-Stockbridge Collection,PG,8,PG 8,https://www.lib.uidaho.edu/digital/barstock/,,,
spec01256,https://archiveswest.orbiscascade.org/ark:/80444/xv212066/,Postcard Collection,PG,9,PG 9,https://www.lib.uidaho.edu/digital/postcards/,,,
spec01257,https://archiveswest.orbiscascade.org/ark:/80444/xv111266/,Latah County Pioneer Association Photographs,PG,10,PG 10,,,,
spec01258,http://digital.lib.uidaho.edu/cdm/compoundobject/collection/spec_fa/id/330/rec/392,Roy A. Bell Collection I,PG,11,PG 11,,,,
spec01259,https://archiveswest.orbiscascade.org/ark:/80444/xv699340/,"John Miller ""Trees Grew Tall"" Photographs",PG,12,PG 12,,forestry;,logging;,
spec01260,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/1354,A.B. Curtis Collection,PG,13,PG 13,https://www.lib.uidaho.edu/digital/dworshak/,forestry;,logging;,
spec01261,http://digital.lib.uidaho.edu/cdm/compoundobject/collection/spec_fa/id/188/rec/403,T.B. Keith Collection,PG,14,PG 14,,,,
spec01262,https://archiveswest.orbiscascade.org/ark:/80444/xv210754/,"John Fahey ""Hercules"" Collection",PG,15,PG 15,,,,
spec01263,https://archiveswest.orbiscascade.org/ark:/80444/xv405425/,R.V. Nixon Collection,PG,16,PG 16,,,railroads;,
spec01264,https://archiveswest.orbiscascade.org/ark:/80444/xv119445/,Priest Lake Museum Association Photographs,PG,17,PG 17,https://www.lib.uidaho.edu/digital/priestlake/,,,
spec01265,https://archiveswest.orbiscascade.org/ark:/80444/xv816252/,John B. Wilson Studio Collection,PG,18,PG 18,,,buildings and structures;indigenous;,
spec01266,https://archiveswest.orbiscascade.org/ark:/80444/xv583983,River History of Nez Perce County Slides,PG,19,PG 19,,,,
spec01267,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/220,University of Idaho Publications Department Negatives,PG,20,PG 20,,university,,
spec01268,http://digital.lib.uidaho.edu/cdm/compoundobject/collection/spec_fa/id/373/rec/11,Civil Engineering Photographs,PG,21,PG 21,,,dams;rivers;,
spec01269,https://search.lib.uidaho.edu/UID:CP71139861250001451,"Associated Press Photographs, 1939-1942.  ",PG,22,PG 22,,,world wars;,
spec01270,https://search.lib.uidaho.edu/UID:CP71139866950001451,"Adolph Duffie Miller Photographs, 1893-1966",PG,23,PG 23,,mining,photographs;frontier;railroads;,
spec01271,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/295,University of Idaho Theatre Arts Photographs,PG,24,PG 24,,university,,
spec01272,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/173,"Wallace, Idaho Scenes",PG,25,PG 25,,,photographs;idaho;towns and cities,
spec01273,https://archiveswest.orbiscascade.org/ark:/80444/xv882414/,William Allen Stonebraker Collection,PG,26,PG 26,https://www.lib.uidaho.edu/digital/stonebraker/,,airplanes;photographs;,
spec01274,https://archiveswest.orbiscascade.org/ark:/80444/xv454040/,Jacob Frei Family Photographs,PG,27,PG 27,,,latah county;frontier;photographs;,
spec01275,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/191,University of Idaho Photographs,PG,29,PG 29,,university,,
spec01276,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/196,Lewis and Clark Trail Photographs,PG,30,PG 30,,,pacific northwest;frontier;,
spec01277,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/189,University of Idaho Homecoming Photographs,PG,31,PG 31,,university,,
spec01278,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/194,Constance Talbott/A.B. Hatch Photographs,PG,32,PG 32,,university,fraternities and sororities;moscow;photographs;,
spec01279,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/333,University of Idaho Library Photos,PG,34,PG 34,,university,,
spec01280,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/200,Idaho Scenes,PG,35,PG 35,,mining;university,photographs;schools;,
spec01281,https://archiveswest.orbiscascade.org/ark:/80444/xv581328,Olaf P. Larson Sterepscopic Slides,PG,36,PG 36,,,plants;photographs;,
spec01282,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/374,College of Agriculture Photographs,PG,37,PG 37,,university,agriculture;photographs,
spec01283,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/574,Stephen Shawley Collection,PG,38,PG 38,,,indigenous;photographs;,
spec01284,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/619,University of Idaho Alumni Association Photographs,PG,40,PG 40,,university,,
spec01285,https://archiveswest.orbiscascade.org/ark:/80444/xv377166/,Bertha Povey Davis Photographs,PG,41,PG 41,,university,fraternities and sororities;,
spec01286,https://archiveswest.orbiscascade.org/ark:/80444/xv165191/,Vandaleers Tour of Europe in 1971 and South America in 1974,PG,42,PG 42,,university,music;events,
spec01287,,The Argonaut Photographs,PG,52,PG 52,,university,photographs,
spec01288,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/262,Union Pacific Railroad Bridges Collection,PG,60,PG 60,,,rivers;railroad;,
spec01289,https://archiveswest.orbiscascade.org/ark:/80444/xv172637/,Physical Education Department University of Idaho,PG,61,PG 61,,university,,
spec01290,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/243,Roy A. Bell Collection II,PG,62,PG 62,,university,photographs;,
spec01291,https://archiveswest.orbiscascade.org/ark:/80444/xv643950,Mike Roberts' Photographs of the West,PG,63,PG 63,,,pacific northwest;photographs;,
spec01292,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/292,Francis B. Laney Collection,PG,64,PG 64,,,indigenous;photographs;,
spec01293,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/260,John B. Miller Photographs,PG,65,PG 65,,,,
spec01294,https://archiveswest.orbiscascade.org/ark:/80444/xv269134/,Washington D.C. Area slides,PG,66,PG 66,,,,
spec01295,https://archiveswest.orbiscascade.org/ark:/80444/xv574126,"Photographs of Moscow, Idaho",PG,67,PG 67,,university,moscow;photographs;,
spec01296,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/290,University of Idaho Slides,PG,68,PG 68,,university,,
spec01297,https://archiveswest.orbiscascade.org/ark:/80444/xv809661/,Hartung Theater slides,PG,69,PG 69,,university,,
spec01298,https://alliance-primo.hosted.exlibrisgroup.com/primo-explore/fulldisplay?docid=CP7198973600001451&context=L&vid=UID&search_scope=everything&tab=everything&lang=en_US,Idaho Family Photograph Album,PG,70,PG 70,,university,moscow;photographs;,
spec01299,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/308,Eaton Family Photograph Album,PG,71,PG 71,,,,
spec01300,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/346,Earl Elstone Collection,PG,72,PG 72,,university,,
spec01301,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/354,University of Idaho Photographs,PG,73,PG 73,,university,,
spec01302,https://archiveswest.orbiscascade.org/ark:/80444/xv406768,William Henry Thomas Photographs,PG,74,PG 74,,forestry;mining,,
spec01303,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/311,Sandpoint Research and Extension Center,PG,75,PG 75,,university,,
spec01304,https://archiveswest.orbiscascade.org/ark:/80444/xv439788,Idaho and Pacific Northwest Satellite and Aerial Photographs,PG,76,PG 76,,,,
spec01305,https://archiveswest.orbiscascade.org/ark:/80444/xv761595/,Physical Sciences Building; photos of the construction,PG,77,PG 77,,,,
spec01306,http://digital.lib.uidaho.edu/cdm/ref/collection/spec_fa/id/331,Oren A. Fitzgerald Collection,PG,78,PG 78,,university,moscow;schools;religion;,
