link,title,type,number,digital-collection
http://search.lib.uidaho.edu/UID:CP7194449230001451,"Bert C. Cross. Chronology of newspapers in Moscow, Idaho",MG,5302,
http://search.lib.uidaho.edu/UID:CP7194438860001451,"Leo W., Jeffres, Idaho newspapers, 1964-1965.",MG,5303,
http://search.lib.uidaho.edu/UID:CP7194438030001451,"Bernard J. Tiemann, State songs, Idaho and Oregon, sheet music, 1905.",MG,5304,
http://search.lib.uidaho.edu/UID:CP7194434110001451,"Loran Olsen, External influences in Nez Perce song,Oct. 31, 1974.",MG,5305,
http://search.lib.uidaho.edu/UID:CP7194457510001451,Joseph Mary Cataldo Prayer Book,MG,5307,
http://search.lib.uidaho.edu/UID:CP7194456770001451,Nez Perce hymns,MG,5308,
http://search.lib.uidaho.edu/UID:CP71166139610001451,"Anthony Morvillo, A numipu or Nez-Perce grammar by a missionary of the Society of Jesus in the Rocky Mountains, translated by J.M. Cornelison, 1963.",MG,5309,
http://search.lib.uidaho.edu/UID:CP71166121180001451,"Anthony Morvillo, A numipu or Nez-Perce grammar by a missionary of the Society of Jesus in the Rocky Mountains, translated by J.M. Cornelison, 1899",MG,5310,
http://search.lib.uidaho.edu/UID:CP71138713520001451,"Edward Maslin, Hulme, Introductions to briefs for debates",MG,5311,
http://search.lib.uidaho.edu/UID:CP71162701950001451,"Works Progress Administration. Idaho : first printing presses, newspapers, and editors : typescript, 1938.",MG,5312,
http://search.lib.uidaho.edu/UID:CP71121276080001451,"Kenneth J. Arnzen. The celebration of the golden jubilee of Fr. Michael Shannon and diamond jubilee of St. Mary's Church, Potlatch, Idaho, September 12, 1982",MG,5313,
http://search.lib.uidaho.edu/UID:CP71166135540001451,"Idaho Power Company., American Falls hydro-electric development, Visit of inspection, Idaho chapter, American Association of Engineers, Jan. 22, 1924.",MG,5314,
http://search.lib.uidaho.edu/UID:CP71166151870001451,"Knight, Gladys Bowman. Memoirs of Earl Wayland Bowman, 1971",MG,5315,
http://search.lib.uidaho.edu/UID:CP71166151870001451,"Knight, Gladys Bowman, The Ramblin' Kid, 1967.",MG,5316,
http://search.lib.uidaho.edu/UID:CP71166141260001451,"Edward Franklin, Rinehart, Memoirs of extension work, 1955.",MG,5317,
http://search.lib.uidaho.edu/UID:CP71166168610001451,"A study of farm organization and soil management practice : final report : typescript, Jan. 1, 1937.",MG,5318,
http://search.lib.uidaho.edu/UID:CP71124867370001451,"Francis Gordon Ellis. The relation of the wilting coefficient and the per cent of loss on ignition of the soil to some of the forest associations in the vicinity of Moscow Mountain, 1928",MG,5319,
http://search.lib.uidaho.edu/UID:CP71102895050001451,"Vardis Fisher. Letters to Harry Warren Schwartz Nov. 27, 1933-Apr. 30, 1937",MG,5320,
http://search.lib.uidaho.edu/UID:CP71124846180001451,"Jerry L. Glenn, A bibliography on Vardis Alvero Fisher, 1970",MG,5321,
http://search.lib.uidaho.edu/UID:CP71124846750001451,"Richard., Kleesattel, Report on the Diamond Group of Mines, Dixie, Idaho, 1915",MG,5322,
http://search.lib.uidaho.edu/UID:CP71124844160001451,"Keith. Petersen, Frank Bruce Robinson and Psychiana, Dec. 4, 1978.",MG,5323,
http://search.lib.uidaho.edu/UID:CP71146964700001451,"Society for the Propagation of the Faith, Quebec (Diocese), An account of the missions of the Diocese of Quebec which are supported by the Society of the Propagation of the Faith, January 1839 no. 1, January 1840 no. 2, 1937.",MG,5324,
http://search.lib.uidaho.edu/UID:CP71146962760001451,"Charles A. Brott. Tectonic implications of the heat flow of the western Snake River Plain, Idaho",MG,5325,
http://search.lib.uidaho.edu/UID:CP71124861420001451,"Alfred Leonard Anderson. Monzonite intrusion and mineralization in the Coeur d'Alene district, Idaho",MG,5326,
http://search.lib.uidaho.edu/UID:CP71124860370001451,"M. E. Soth, Flora of Pocatello, Idaho",MG,5327,
http://search.lib.uidaho.edu/UID:CP71101962640001451,Ardelle Allen. Birds of Idaho,MG,5328,
http://search.lib.uidaho.edu/UID:CP71181868380001451,"Will E. Wiley, Gold districts of the Northwest with a special study of the Hoodoo district in northern Idaho, June 1, 1915.",MG,5329,
http://search.lib.uidaho.edu/UID:CP71181888070001451,Stewart Campbell. The El Oro mine,MG,5330,
http://search.lib.uidaho.edu/UID:CP71181871410001451,"J. C. Wooley (John Cochran), Pioneer agriculture to fantastic farming in my time, 1970.",MG,5331,
http://search.lib.uidaho.edu/UID:CP71161722410001451,"Walter Russell, Oral history interview, Springston, Idaho, Aug. 25, 1953.",MG,5332,
http://search.lib.uidaho.edu/UID:CP71161739230001451,"David. Kauffman, Remnants of a bygone era, May 1, 1968.",MG,5333,
http://search.lib.uidaho.edu/UID:CP71102894950001451,"Edward Barrett. Letter : New York, to A.H. Upham, Moscow, Idaho, Jan. 5, 1925",MG,5334,
http://search.lib.uidaho.edu/UID:CP71161738680001451,"The national forests of southern Idaho, industrial activities,recreation advantages, 1917",MG,5335,
http://search.lib.uidaho.edu/UID:CP71128439690001451,"Donald Mackenzie, Oral history interview, Oct. 31, 1937.",MG,5336,
http://search.lib.uidaho.edu/UID:CP71128435190001451,"Ernest E. Hubert, An outline of forest pathology, 1930",MG,5337,
http://search.lib.uidaho.edu/UID:CP71105292150001451,"Dwight H. Sawin, SOS &amp; SOC (save our salmon) &amp; (save our country), July 17, 1968.",MG,5338,
http://search.lib.uidaho.edu/UID:CP71105293830001451,"Herbert Austin Pollard, II., Grampa caught some whoppers, and told a few to boot, term paper, Apr. 30, 1968.",MG,5339,
http://search.lib.uidaho.edu/UID:CP71105297440001451,"David J. Maclay, Winter game studies, Idaho portion Bitterroot National Forest, 1937.",MG,5340,
http://search.lib.uidaho.edu/UID:CP71105261940001451,"Jack A. Parsell, Report on winter game studies, Lochsa part of Nez Perce and Clearwater National Forests area studied: Lochsa River, Lower Selway River, and Meadow Creek, November 15, 1936 to April 15, 1937, 1937.",MG,5341,
http://search.lib.uidaho.edu/UID:CP71105274990001451,"United States. Forest Service. Northern Region. Idaho. Fish and Game Department. A preliminary plan for the management of elk and deer on the national forest lands of the Lochsa and Selway drainages, Idaho County, Idaho / typescript, [1937]",MG,5342,
http://search.lib.uidaho.edu/UID:CP71105257770001451,"William E. Warne. The Pacific Northwest faces a new water challenge / typescript, [1966]",MG,5343,
http://search.lib.uidaho.edu/UID:CP71127916000001451,"A. Smolinski. A comparison of High Mountain Sheep and Nez Perce projects : typescript, May 8, 1964",MG,5344,
http://search.lib.uidaho.edu/UID:CP71159010060001451,"Joseph Allen Craig. Memorandum: to Harlan B. Holmes, Sept. 23, 1941",MG,5345,
http://search.lib.uidaho.edu/UID:CP71127912920001451,"United States. Bureau of Fisheries. Interior Fisheries Investigations. M. M Ellis (Max Mapes), 1887-1953. Pollution of the Coeur d'Alene River and adjacent waters by mine wastes / typescript, 1932",MG,5346,
http://search.lib.uidaho.edu/UID:CP71127908560001451,"United States. Environmental Protection Agency. Region X. Gary O'Neal. Report on Coeur d'Alene River survey, May 12-17, 1970 / typescript, Jan. 1972",MG,5347,
http://search.lib.uidaho.edu/UID:CP71175167260001451,"Kaiser Aluminum and Chemical Corporation. Chemical Division. Chemical raw materials of the western states / typescript, July 1951",MG,5348,
http://search.lib.uidaho.edu/UID:CP71175167940001451,"Henry L. Day (Henry Lawrence). 96 years of mining in Idaho : typescript, 1956",MG,5349,
http://search.lib.uidaho.edu/UID:CP71175169300001451,"M. Elsensohn (Mary Alfreda). A survey of the metallic and nonmetallic resources of Idaho / typescript, [1938]",MG,5350,
http://search.lib.uidaho.edu/UID:CP71175153400001451,"P. E. Oscarson. Report on the economic geology of the Hunter Creek group of claims near Mullan, Shoshone County, Idaho / typescript, [1953]",MG,5351,
http://search.lib.uidaho.edu/UID:CP71107969680001451,"P. E. Oscarson. Report on proposed unitization of mineral rights for CAIGH Project near Lucky Friday Mine, Mullan, Idaho / typescript, July 1, 1966",MG,5352,
http://search.lib.uidaho.edu/UID:CP71107953870001451,"P. E. Oscarson. Report on the property of the Vulcan Silver-Lead Corporation, Wallace, Shoshone County, Idaho / typescript, Sept. 1954",MG,5353,
http://search.lib.uidaho.edu/UID:CP71107949230001451,"W. H. Simmons. Report on the Hunter Creek mine, Hunter District, Shoshone County, Idaho / typescript, Oct. 23, 1952",MG,5354,
http://search.lib.uidaho.edu/UID:CP71107935920001451,"Thomas Hugh Hite. Report on the Silver Gem mine, Grimes Pass, Idaho / typescript, Nov. 1935",MG,5355,
http://search.lib.uidaho.edu/UID:CP71107932810001451,"Carol L. Robertson. A tribute to a grand old lady : typescript, May 1, 1968",MG,5356,
http://search.lib.uidaho.edu/UID:CP71107914110001451,"Leonard F. Harman. Creation of the United States Air Force / typescript, [after 1946]",MG,5357,
http://search.lib.uidaho.edu/UID:CP71113739080001451,"Richard J. Beck. ACONDA : a codification of new directions for the association : typescript, Oct. 1971",MG,5358,
http://search.lib.uidaho.edu/UID:CP71142216880001451,"Gary E. Strong. The reference collection in Idaho's high school libraries : a paper presented in fulfillment of the requirements for Education 190K at the University of Idaho / typescript, 1965",MG,5359,
http://search.lib.uidaho.edu/UID:CP71113721750001451,"Sandra Martinson. The university, the library, and Miss Sweet : history of the University of Idaho Library, 1892-1948 / typescript, Nov. 26, 1963",MG,5360,
http://search.lib.uidaho.edu/UID:CP71101475100001451,"Gladys Bowman Knight. Letters to the editor / typescript, 1970",MG,5361,
http://search.lib.uidaho.edu/UID:CP71113722220001451,"P. E. Oscarson. Preliminary report on the Wolverine group of mining claims of the Yreka Mining Company, Yreka Mining District, Shoshone County, Idaho / typescript, Dec. 1949.",MG,5362,
http://search.lib.uidaho.edu/UID:CP71105120630001451,"Dwight J. Ingle (Dwight Joyce). Is it really so? A guide to clear thinking : typescripts, [196-]",MG,5363,
http://search.lib.uidaho.edu/UID:CP71105116620001451,"Priscilla Wegars. Inmates of body house : prostitution in Moscow, Idaho, 1885 to 1910 / typescript, 1986",MG,5364,
http://search.lib.uidaho.edu/UID:CP71162296120001451,"George G. Pickett scrapbook, 1884-1925",MG,5365,
http://search.lib.uidaho.edu/UID:CP71105127130001451,"Eugene Giles Lillian Olive Thompson; William Ray Giles; and Beverly Dixon. Some descendants of William Branch Giles, Governor of Virginia, partial Tennessee branch / typescript, 1978",MG,5366,
http://search.lib.uidaho.edu/UID:CP71162296140001451,"Grand Army of the Republic. Department of Idaho. Major Anderson Post, no. 5 (Moscow) Daughters of Union Veterans of the Civil War, 1861-1865. Membership roll, July 19, 1884-July 18, 1927",MG,5367,
http://search.lib.uidaho.edu/UID:CP7194444430001451,"Typescript, [192-]",MG,5368,
http://search.lib.uidaho.edu/UID:CP71162297570001451,"James Reubens Rose Price. Record book, 1881-1893",MG,5369,
http://search.lib.uidaho.edu/UID:CP71166221660001451,"Pat Allen Pentland. The illfated mission: the Sacred Heart Mission on the St. Joe River, 1842-46: typescript, May 1973",MG,5370,
http://search.lib.uidaho.edu/UID:CP71162297730001451,"James A. Knowles. Notebooks, 1978-1983",MG,5371,
http://search.lib.uidaho.edu/UID:CP71139865500001451,"Big Bill Haywood (defendant), Charles H Moyer (defendant), and George A. Pettibone (defendant). In the District Court, Seventh Judicial District, State of Idaho, County of Canyon, the State of Idaho, plaintiff, vs. William D. Haywood, Charles H. Moyer, George A. Pettibone, and John L. Simpkins, defendants : Motion for change of venue (typescript), filed May 29, 1906",MG,5372,
http://search.lib.uidaho.edu/UID:CP7194459380001451,"Sue L. McBeth, Clifford Merrill Drury, and Mary Mazeppa Crawford. Dictionary, [between 1875 and 1893]",MG,5373,
http://search.lib.uidaho.edu/UID:CP71163818890001451,"Willis Sweet and Edward Robert Chrisman.  The University of Idaho--a statement of the facts in connection with the establishment and location of the institution : typescripts, 1921.",MG,5374,
http://search.lib.uidaho.edu/UID:CP71139840070001451,"James Harvey Forney (interviewee) and Edward Robert Chrisman (interviewer). General Chrisman's interview with Judge Forney : typescript, [1935]",MG,5375,
http://search.lib.uidaho.edu/UID:CP71163818630001451,"Philip O'Rourke and Richard G Magnuson.   Notice of location, Sept. 10, 1885",MG,5376,
http://search.lib.uidaho.edu/UID:CP71164526430001451,"University of Idaho. Petition to the faculty, [ca. 1914]",MG,5377,
http://search.lib.uidaho.edu/UID:CP71163819470001451,"Andrew M. Anderson patents, 1901-1914",MG,5378,
http://search.lib.uidaho.edu/UID:CP71158344550001451,"Wake Brothers (Firm) Christian Wake; Louis Wake; Cendey and Geyer Engineering Company. Agreement, June 15, 1886",MG,5379,
http://search.lib.uidaho.edu/UID:CP71177631280001451,"Pressey family papers, 1794-1943",MG,5380,
http://search.lib.uidaho.edu/UID:CP71177630780001451,"Jerome Day Legislative papers, 1909-1910",MG,5381,
http://search.lib.uidaho.edu/UID:CP71177634640001451,"Henry L Day (Henry Lawrence). Gold Hunter Mining Company records, 1885-1895",MG,5382,
http://search.lib.uidaho.edu/UID:CP71177632560001451,"Shoshone Country Club (Wallace, Idaho) By laws, 1935-1947",MG,5383,
http://search.lib.uidaho.edu/UID:CP71158341700001451,"E. D. Pierce (Elias Davidson), 1824-1897. Ralph Burcham; Lou A Larrick; Leslie L. Johnson -1974.; Hattie Jones Van Horn; Charles Worthington Jones. Manuscript, [189-]",MG,5384,
http://search.lib.uidaho.edu/UID:CP71148985060001451,"F. W. Kelly. List of members, Local 500, I.W.W. : typescript, June 17-July 3, 1920",MG,5385,
http://search.lib.uidaho.edu/UID:CP71179305540001451,"Henry W. Stainton. Ledger, 1866-1873 (Account book of a Lewiston, Idaho, physician)",MG,5386,
http://search.lib.uidaho.edu/UID:CP71148984240001451,"John Rogers McBride. Typescript, [189?] (chief justice of Idaho Territory)",MG,5387,
http://search.lib.uidaho.edu/UID:CP71148983430001451,"Donald Richard Theophilus Jr. Boxing at the University of Idaho / typescript, [not before 1951]",MG,5388,http://digital.lib.uidaho.edu/cdm/landingpage/collection/boxing
http://search.lib.uidaho.edu/UID:CP71141881680001451,"In the Circuit court of the United States for the District of Idaho, Northern Division. Charles Nicolson and Mary E. Nicolson, plaintiffs vs. Northern Pacific Railway Company, defendant. No. 178. Bill of exceptions. : Typescript, Jan. 8, 1901",MG,5389,
http://search.lib.uidaho.edu/UID:CP71141907320001451,"Harry Orchard 1866-1954. Harry Webb Marsh 1886-1964.; Jesse Everett Buchanan 1948. The autobiography of Harry Orchard written at the Idaho State Penitentiary, Boise : typescript, 1948",MG,5390,
http://search.lib.uidaho.edu/UID:CP71141890540001451,"Latah County Bicentennial Commission. Guest book, bicentennial Christmas open house / autograph and scrap book, Dec. 20, 1975",MG,5391,
http://search.lib.uidaho.edu/UID:CP71179302960001451,"Elmer Perry Palmer diary, 1873-1884",MG,5392,
http://search.lib.uidaho.edu/UID:CP71162700160001451,"Notes taken by Richard Magnuson, Book A, commissioners record of Shoshone County, Washington Territory, for that period while Shoshone County government operated as a subdivision of Washington Territory until their being taken into Idaho Territory : typescript, [1961?]",MG,5393,
http://search.lib.uidaho.edu/UID:CP71137537300001451,"Committee for the Nation. James H Rand (James Henry). Memorandum A : Report on Silver / typescript, [1933]",MG,5394,
http://search.lib.uidaho.edu/UID:CP71137523810001451,B. C. D'Easum. The story of Fort Lemhi / typescript [19--?],MG,5395,
http://search.lib.uidaho.edu/UID:CP71137549920001451,"Irving Anderson. Preliminary engineering survey and cost estimate of flood control and flood damage rehabilitation, etc., within the city limits of Wallace, Idaho / typescript, 1934",MG,5396,
http://search.lib.uidaho.edu/UID:CP71139878990001451,"University of Idaho Associated Students Executive Committee minute book, Mar. 9, 1904-June 10, 1910",MG,5398,
http://search.lib.uidaho.edu/UID:CP71179304180001451,"University of Idaho. Department of Athletics. Pacific Coast Intercollegiate Athletic Conference, 1957-1959",MG,5399,
http://search.lib.uidaho.edu/UID:CP71179313530001451,"United States. Army. Specialized Training Unit 3926, 1943-1945",MG,5400,
http://search.lib.uidaho.edu/UID:CP71179312980001451,"University of Idaho. Committee on Student Organizations. Records, 1913-1918",MG,5401,
http://search.lib.uidaho.edu/UID:CP71131879640001451,"Joseph LePage McCarthy and Roy Huffman. Report on the properties and production of a bulk insulation material from sawdust. / typescript, July 23, 1936",MG,5409,
http://search.lib.uidaho.edu/UID:CP71131870510001451,"Joel L. Frykman. Field instructions, southwest Idaho timber management study, inventory phase ... / typescript, prepared May 21, 1951, approved May 25, 1951",MG,5410,
http://search.lib.uidaho.edu/UID:CP71131866860001451,"George H. Roberts. Memorandum : to Bruce Bray, University of Idaho, Apr. 20, 1987",MG,5411,
http://search.lib.uidaho.edu/UID:CP71141914760001451,"Reminiscences and writings of J.M. Cornelison and Lessie L. Cornelison : typescript, [1944]",MG,5412,
http://search.lib.uidaho.edu/UID:CP71179311770001451,"Frank Wilson of Nez Perce County, Idaho. Jonathan L Wilson. Homestead certificates, Feb. 2, 1889-Nov. 16, 1898",MG,5413,
http://search.lib.uidaho.edu/UID:CP71131839720001451,"William Barbee Mitchell; Carolyn Dempsey Mitchell; and Philip C Dumas. A descriptive anatomical study of Lampropeltis getulus holrooki / typescript, June 1960",MG,5414,
http://search.lib.uidaho.edu/UID:CP71141917790001451,"Robert E. West. A comparison of embedding materials and techniques for ultra-thin sectioning of tissue for electron microscopy / typescript, [1961?]",MG,5415,
http://search.lib.uidaho.edu/UID:CP71119017740001451,"Carl D. Corbit. The community : research paper on Spirit Lake, Idaho / typescript, Jan. 10, 1957",MG,5416,
http://search.lib.uidaho.edu/UID:CP71119018880001451,"Margaret Tunnell. The early history of Kamiah : typescript, July 24, 1968",MG,5417,
http://search.lib.uidaho.edu/UID:CP7198367780001451,"J. Rikoon.  A survey of Idaho fence types (with special reference to Owyhee County) / typescript, [1983]",MG,5418,
http://search.lib.uidaho.edu/UID:CP7198340160001451,"Duncan McDonald. The Nez Perces campaign: Nez Perces war of 1877, as it appeared in the New North West, 1878 : typescript, [before 1970]",MG,5419,
http://search.lib.uidaho.edu/UID:CP71177976460001451,"William Charles McGowan Jr. Idaho athletics, 1936-40 : typescript, [1982]",MG,5420,
http://search.lib.uidaho.edu/UID:CP7198340920001451,"Euge?ne Duflot de Mofras 1810-1884. Don Wilkins tr. Oregon, translated from the French of Eugene Duflot de Mofras / typescript, 1937",MG,5421,
http://search.lib.uidaho.edu/UID:CP71143987320001451,"Lyman Trumbull Babcock; Bob Wiggins; and Lester S Harrison. Saga of early history covering a portion of Whitman County, Washington / typescript, [194-?]",MG,5422,
http://search.lib.uidaho.edu/UID:CP71143968340001451,"Charles E Simpson. Journal of ocurences kept during the voyage to the Snake country by Alexander Ross commenceing on tuesday 10th day of February 1824 / typescript, [ca. 1988]",MG,5423,
http://search.lib.uidaho.edu/UID:CP71159017910001451,"Idaho Institute of Christian Education. By-laws : typescript, [197-?]",MG,5424,
http://search.lib.uidaho.edu/UID:CP71136957800001451,"Idaho. Fish and Game Department. John R Woodworth. Recommended area to be managed for big game : typescript, 1963",MG,5425,
http://search.lib.uidaho.edu/UID:CP71162291850001451,"John Lloyd McMullen; M. Elsensohn (Mary Alfreda); St. Gertrude's Convent (Cottonwood, Idaho). Correspondence, 1961-1967",MG,5426,
http://search.lib.uidaho.edu/UID:CP71136965220001451,"Clifford Merrill Drury. Letter, Pasadena, Calif., to Earle Connette, Pullman, Wash., [1975?]",MG,5427,
http://search.lib.uidaho.edu/UID:CP71136962830001451,"Anetta C. Mow Elizabeth M Smith; Stephen J Lyons. Along the river and road of no return : typescript, Jan. 1972",MG,5428,
http://search.lib.uidaho.edu/UID:CP71136977770001451,"Leo J. Fenske Paul A Eke (Paul Axel Clarence); University of Idaho. Agricultural Economics Department. A consideration of earnings on state owned dry farm lands compared to earnings on privately owned dry farm lands in Madison and Teton counties / typescript, Sept. 1940",MG,5429,
http://search.lib.uidaho.edu/UID:CP71162292020001451,"Dorothy Ann Sturgeon. Eliza Spalding Warren collection, 1905-[1935]",MG,5430,
http://search.lib.uidaho.edu/UID:CP71162290800001451,"Claude O. Dye Papers, 1965-1970",MG,5431,
http://search.lib.uidaho.edu/UID:CP71162291720001451,"Drawings, 1956-1964",MG,5432,
http://search.lib.uidaho.edu/UID:CP71150227230001451,"George W. Ball civil engineer, of Idaho; William John McConnell 1839-1925; James H Van Camp; Thomas B Mulkey; Typescript, Oct. 24, 1894",MG,5433,
http://search.lib.uidaho.edu/UID:CP71161146210001451,"University of Idaho Campus Photograph album, [194-?]",MG,5434,
http://search.lib.uidaho.edu/UID:CP71162291090001451,"Thomas H. Felton. Papers relating to court reform, 1969-1970",MG,5435,
http://search.lib.uidaho.edu/UID:CP71133118950001451,"Iorwerth A. Griffiths. Borah funeral photographs, 1940",MG,5436,
http://search.lib.uidaho.edu/UID:CP71162290660001451,"Idaho. State Land Use Planning Committee. Karl Hobson; United States. Farm Security Administration. Land Utilization Division. Land Use Planning Section (Moscow, Idaho). Land use planning documents, 1937-1942",MG,5437,
http://search.lib.uidaho.edu/UID:CP71162305070001451,"University of Idaho. Committee on Graduate Instruction. Records, 1911-1921",MG,5438,
http://search.lib.uidaho.edu/UID:CP71162303270001451,"Carl L. von Ende scrapbook, 1907-1934",MG,5439,
http://search.lib.uidaho.edu/UID:CP71133114250001451,Herbert Sydney Duncombe Alwyn R Rouyer (Alwyn Rudolf). Short stories and poems / 1990,MG,5440,
http://search.lib.uidaho.edu/UID:CP71145703710001451,"Malcolm M. Renfrew interviewee. James J. Bohning interviewer. The Beckman Center for the History of Chemistry / typescript, on 31 Aug. 1987",MG,5441,
http://search.lib.uidaho.edu/UID:CP71145700500001451,"Idaho. State Land Use Planning Committee. Land ownership list: Gem to Washington County, Idaho : typescript, 1936",MG,5443,
http://search.lib.uidaho.edu/UID:CP71162304230001451,"James N. Hanrahan Wayne Darlington; Robert Strom; White Knob Copper Company. Mill site location notices, Feb. 9-Aug. 31, 1900",MG,5444,
http://search.lib.uidaho.edu/UID:CP71162300600001451,"Associated Foresters. Journal and ledger, 1935-1936",MG,5445,
http://search.lib.uidaho.edu/UID:CP71145704160001451,"University of Idaho. President (1937-1946 : Harrison) Clifford Dale Harrison. Review of the student union project : including the food service enterprise known as the Blue Bucket Inn and the book and supply store called the Student Union Book Store, typescript, 1939",MG,5446,
http://search.lib.uidaho.edu/UID:CP7197438710001451,"Franc?ois Xavier Blanchet and Wilkins, Don. Ten years on the Pacific Coast, 1937",MG,5447,
http://search.lib.uidaho.edu/UID:CP71104964410001451,"Marianne Emmendorfer. Plan for the conceptual and thematic reorganization of the Appaloosa Museum, Inc., typescript, Dec. 20, 1989",MG,5448,
http://search.lib.uidaho.edu/UID:CP71104930050001451,"H. W. Whicker (Harold Wave). Nez Perce Harvest : typescript, 1933",MG,5449,
http://search.lib.uidaho.edu/UID:CP71104947950001451,"James S. De Smet (James Stanley). Geohydrology of the southside aquifer, Sagle, Idaho, typescript, Apr. 1983",MG,5450,
http://search.lib.uidaho.edu/UID:CP7197494100001451,"George A. Snow Carol Blom; Duane Erickson. Permanent chemistry note book / manuscript, Sept. 30, 1896",MG,5451,
http://search.lib.uidaho.edu/UID:CP7197495230001451,"Evert D. Uldrich. Nonlinear analysis of artificially supported underground openings, typescript, Aug. 1974",MG,5452,
http://search.lib.uidaho.edu/UID:CP71104989550001451,"Wilbur Bohm. Research studies of the American College of Sports Medicine : typescript, [ca. 1968]",MG,5453,
http://search.lib.uidaho.edu/UID:CP7197480430001451,"Charles A. Webbert Fred Coenne. Letter to Dave Colclough, Sept. 1, 1978",MG,5454,
http://search.lib.uidaho.edu/UID:CP71162301570001451,"Morton R. Brigham Scrapbook, 1939-1978 (bulk 1978)",MG,5455,
http://search.lib.uidaho.edu/UID:CP71112180110001451,"Alfred C. Dunn (Alfred Charles) Drawing, [ca. 1954]",MG,5456,
http://search.lib.uidaho.edu/UID:CP71118377670001451,"Laura Fraser. An analysis of patriarchal religious values / typescript, 1979",MG,5457,
http://search.lib.uidaho.edu/UID:CP71118377310001451,"Janet McCloud. Travels upon mother earth / typescript, 1979",MG,5458,
http://search.lib.uidaho.edu/UID:CP71118374360001451,"Classmates : 8th grade graduates, 1914, Wardner-Kellogg High School : typescript, [1956]",MG,5459,
http://search.lib.uidaho.edu/UID:CP71162319910001451,"United States. Federal Bureau of Investigation. Doris D Blazek. Ezra Pound file, 1945-1958",MG,5460,
http://search.lib.uidaho.edu/UID:CP71122534530001451,"Dorothy Pound. Letter, Brunnenburg, Tirolo, Merano, Italy, to Thomas Rogers, Aug. 5, 1962",MG,5461,
http://search.lib.uidaho.edu/UID:CP7194444300001451,"Henrietta Josephine Tromanhauser. Jesse Everett Buchanan; William F Standeford. Latin roots in living English / typescript, [1935]",MG,5462,
http://search.lib.uidaho.edu/UID:CP71162317650001451,"Paul A. Eke papers, 1931-1939",MG,5463,
http://search.lib.uidaho.edu/UID:CP71162317880001451,"Louis N. Roos papers, 1897-1948",MG,5464,
http://search.lib.uidaho.edu/UID:CP71144818800001451,John Roy Bower Jr. A study of factors affecting the formation and properties of molded gelatinized wood : Progress report submitted to Dr. Edwin C. Jahn of the Idaho School of Forestry / June 1938,MG,5465,
http://search.lib.uidaho.edu/UID:CP71118370650001451,"J. Rosa (John Marvin). End of the hydraulic civilizations, or ""Hohokam"" without water : history of the development and conservation of water / typescript, July 1961",MG,5466,
http://search.lib.uidaho.edu/UID:CP71122546510001451,"Autobiography of Trevor Kincaid : the adventures of an onmologist : typescript, 1962",MG,5467,
http://search.lib.uidaho.edu/UID:CP71122545360001451,"George R. Trotter Diary, 1935-[193-?]",MG,5468,
http://search.lib.uidaho.edu/UID:CP71102894670001451,"Robert W. Burns (Robert Whitehall). Papers relating to the Golden Age, July 7-Nov. 30, 1959",MG,5469,
http://search.lib.uidaho.edu/UID:CP71122556920001451,"Herman C. Schupfer. The beginning and progress of electrical service in Kendrick, Troy, Juliaetta, Deary, Bovill, Elk River, and communities / typescript, 1974",MG,5470,
http://search.lib.uidaho.edu/UID:CP71126079520001451,"J. A. Drager Letter, Feb. 3, 1903",MG,5471,
http://search.lib.uidaho.edu/UID:CP71144799580001451,"Harlan B. Holmes. Analysis of evidence of influence of Bonneville Dam upon the magnitude of the runs of salmon in the Columbia River : typescript, 1943",MG,5472,
http://search.lib.uidaho.edu/UID:CP71122555550001451,"Philip H. Reisman. Donald B Hyatt; NBC Television Network. The real west : the story of the American West, 1949-1900 ... / typescript, [1961?]",MG,5473,
http://search.lib.uidaho.edu/UID:CP71163252790001451,"J. S. Shaw G. W Richard. Letter, Boise City, Idaho, to G.W. Richard, Carson, Nevada, June 5, 1897",MG,5474,
http://search.lib.uidaho.edu/UID:CP71163257220001451,"Letter, Riddle Brothers, Riddle, Idaho, to State Bank and Trust, Carson City, Nevada, Nov. 15, 1905",MG,5475,
http://search.lib.uidaho.edu/UID:CP71102895140001451,"W. C. Hammon Leo Brust. Correspondence, Jan. 24-July 28, 1942",MG,5476,
http://search.lib.uidaho.edu/UID:CP71163241480001451,"Collegiate Conference Basketball League. J Blanchard. Minuits [sic] of basket ball meeting at Walla Walla, Washington : typescript, Oct. 28, 1909",MG,5477,
http://search.lib.uidaho.edu/UID:CP71162295510001451,"Paul Mann; Auttis M Mullins; United States. President (1974-1977 : Ford); Idaho. Governor (1971-1977 : Andrus). Proclamations on the centennial of agricultural experiment stations, Oct. 27-Nov. 7, 1975",MG,5478,
http://search.lib.uidaho.edu/UID:CP71162297090001451,"John M. Harris papers, Sept. 17, 1890-Dec. 1, 1892",MG,5479,
http://search.lib.uidaho.edu/UID:CP71163247150001451,"George W. Tannahill letter, to F.W. Settlemeier, Woodburn, Oregon, Jan. 29, 1901",MG,5480,
http://search.lib.uidaho.edu/UID:CP71103848340001451,"Luther Perry Wilmot. Narratives of the Nezperce war : typescript, [1922?]",MG,5481,
http://search.lib.uidaho.edu/UID:CP71163249030001451,"Elvin Ogle. Early pioneer days and the Nez Perce War : typescript, [1931?]",MG,5482,
